# ModernIME pinyin knowledge v1
# phrase<TAB>full_pinyin<TAB>frequency<TAB>category<TAB>abbreviation<TAB>source
顾衡	gu'heng	15	person	gh	thuocl-person
孤鸿寡鹄	gu'hong'gua'gu	100	idiom	ghgg	china-idiom
骨骺	gu'hou	317	medical	gh	thuocl-medical
顾后瞻前	gu'hou'zhan'qian	100	idiom	ghzq	china-idiom
古湖	gu'hu	34	place	gh	thuocl-place
古华	gu'hua	90	person	gh	thuocl-person
骨化	gu'hua	128	medical	gh	thuocl-medical
骨化风成	gu'hua'feng'cheng	100	idiom	ghfc	china-idiom
骨化性肌炎	gu'hua'xing'ji'yan	15	medical	ghxjy	thuocl-medical
骨化形销	gu'hua'xing'xiao	100	idiom	ghxx	china-idiom
骨坏死	gu'huai'si	94	medical	ghs	thuocl-medical
股环	gu'huan	7	medical	gh	thuocl-medical
孤魂野鬼	gu'hun'ye'gui	100	idiom	ghyg	china-idiom
蛊惑人心	gu'huo'ren'xin	100	idiom	ghrx	china-idiom
骨肌	gu'ji	10	medical	gj	thuocl-medical
故伎重演	gu'ji'chong'yan	100	idiom	gjcy	china-idiom
故技重演	gu'ji'chong'yan	100	idiom	gjcy	china-idiom
毂击肩摩	gu'ji'jian'mo	100	idiom	gjjm	china-idiom
古迹岭	gu'ji'ling	12	place	gjl	thuocl-place
古籍普查	gu'ji'pu'cha	343	law	gjpc	thuocl-law
古籍数字化	gu'ji'shu'zi'hua	109	law	gjszh	thuocl-law
骨基质	gu'ji'zhi	31	medical	gjz	thuocl-medical
估价	gu'jia	8912	finance	gj	thuocl-finance
股价	gu'jia	24109	finance	gj	thuocl-finance
骨痂	gu'jia	49	medical	gj	thuocl-medical
鼓甲	gu'jia	18	animal	gj	thuocl-animal
骨架代码	gu'jia'dai'ma	65	it	gjdm	thuocl-it
估价公约	gu'jia'gong'yue	15	law	gjgy	thuocl-law
孤家寡人	gu'jia'gua'ren	100	idiom	gjgr	china-idiom
骨架化	gu'jia'hua	29	it	gjh	thuocl-it
故家乔木	gu'jia'qiao'mu	100	idiom	gjqm	china-idiom
骨架油封	gu'jia'you'feng	1003	car	gjyf	thuocl-car
顾家宅	gu'jia'zhai	10	place	gjz	thuocl-place
顾家庄	gu'jia'zhuang	24	place	gjz	thuocl-place
古鉴	gu'jian	171	place	gj	thuocl-place
固件	gu'jian	5295	it	gj	thuocl-it
古鉴村	gu'jian'cun	10	place	gjc	thuocl-place
固件库	gu'jian'ku	570	it	gjk	thuocl-it
故剑情深	gu'jian'qing'shen	100	idiom	gjqs	china-idiom
谷贱伤农	gu'jian'shang'nong	100	idiom	gjsn	china-idiom
古建筑消防管理规则	gu'jian'zhu'xiao'fang'guan'li'gui'ze	16	law	gjzxfglgz	thuocl-law
古将	gu'jiang	99	place	gj	thuocl-place
古江	gu'jiang	14	place	gj	thuocl-place
古角龙	gu'jiao'long	14	animal	gjl	thuocl-animal
鼓角齐鸣	gu'jiao'qi'ming	100	idiom	gjqm	china-idiom
古交市	gu'jiao'shi	676	place	gjs	thuocl-place
毂交蹄劘	gu'jiao'ti'mo	100	idiom	gjtm	china-idiom
古脚亚目	gu'jiao'ya'mu	19	animal	gjym	thuocl-animal
骨胶原	gu'jiao'yuan	113	medical	gjy	thuocl-medical
顾颉刚	gu'jie'gang	195	person	gjg	thuocl-person
骨结核	gu'jie'he	106	medical	gjh	thuocl-medical
古今多少事	gu'jin'duo'shao'shi	48	poem	gjdss	thuocl-poem
古今来许多世家	gu'jin'lai'xu'duo'shi'jia	6	poem	gjlxdsj	thuocl-poem
骨筋膜室综合征	gu'jin'mo'shi'zong'he'zheng	9	medical	gjmszhz	thuocl-medical
骨筋膜室综合症	gu'jin'mo'shi'zong'he'zheng	5	medical	gjmszhz	thuocl-medical
古今图书集成	gu'jin'tu'shu'ji'cheng	54	medical	gjtsjc	thuocl-medical
骨筋丸胶囊	gu'jin'wan'jiao'nang	6	medical	gjwjn	thuocl-medical
古今中外	gu'jin'zhong'wai	100	idiom	gjzw	china-idiom
古井	gu'jing	1637	place	gj	thuocl-place
鼓睛暴眼	gu'jing'bao'yan	100	idiom	gjby	china-idiom
古井不波	gu'jing'bu'bo	100	idiom	gjbb	china-idiom
古井贡	gu'jing'gong	9659	food	gjg	thuocl-food
股静脉	gu'jing'mai	132	medical	gjm	thuocl-medical
谷景生	gu'jing'sheng	10	person	gjs	thuocl-person
固精丸	gu'jing'wan	5	medical	gjw	thuocl-medical
古井无波	gu'jing'wu'bo	100	idiom	gjwb	china-idiom
古鲸亚目	gu'jing'ya'mu	32	animal	gjym	thuocl-animal
故旧不弃	gu'jiu'bu'qi	100	idiom	gjbq	china-idiom
沽酒市脯不食	gu'jiu'shi'pu'bu'shi	5	poem	gjspbs	thuocl-poem
古巨基	gu'ju'ji	427	person	gjj	thuocl-person
骨巨细胞瘤	gu'ju'xi'bao'liu	36	medical	gjxbl	thuocl-medical
孤军奋战	gu'jun'fen'zhan	100	idiom	gjfz	china-idiom
孤军深入	gu'jun'shen'ru	100	idiom	gjsr	china-idiom
孤军作战	gu'jun'zuo'zhan	100	idiom	gjzz	china-idiom
顾恺之	gu'kai'zhi	114	person	gkz	thuocl-person
骨康胶囊	gu'kang'jiao'nang	10	medical	gkjn	thuocl-medical
顾客	gu'ke	99546	finance	gk	thuocl-finance
骨科	gu'ke	12364	medical	gk	thuocl-medical
骨科学	gu'ke'xue	34	medical	gkx	thuocl-medical
古坑	gu'keng	136	place	gk	thuocl-place
孤苦仃俜	gu'ku'ding'ping	100	idiom	gkdp	china-idiom
孤苦伶仃	gu'ku'ling'ding	100	idiom	gkld	china-idiom
孤苦零丁	gu'ku'ling'ding	100	idiom	gkld	china-idiom
顾况	gu'kuang	23	person	gk	thuocl-person
古拉乡	gu'la'xiang	23	place	glx	thuocl-place
古来白骨无人收	gu'lai'bai'gu'wu'ren'shou	5	poem	glbgwrs	thuocl-poem
古来圣贤皆寂寞	gu'lai'sheng'xian'jie'ji'mo	23	poem	glsxjjm	thuocl-poem
故来相决绝	gu'lai'xiang'jue'jue	5	poem	glxjj	thuocl-poem
古来征战几人回	gu'lai'zheng'zhan'ji'ren'hui	33	poem	glzzjrh	thuocl-poem
古朗	gu'lang	16	place	gl	thuocl-place
古浪路	gu'lang'lu	125	place	gll	thuocl-place
鼓浪屿	gu'lang'yu	2054	place	gly	thuocl-place
古老背街道	gu'lao'bei'jie'dao	12	place	glbjd	thuocl-place
古老肉	gu'lao'rou	240	food	glr	thuocl-food
古劳银针	gu'lao'yin'zhen	11	food	glyz	thuocl-food
古乐伴宴	gu'le'ban'yan	48	food	glby	thuocl-food
古力	gu'li	120	person	gl	thuocl-person
股利	gu'li	474	finance	gl	thuocl-finance
孤立寡与	gu'li'gua'yu	100	idiom	glgy	china-idiom
顾丽梅	gu'li'mei	6	place	glm	thuocl-place
顾力木图街道	gu'li'mu'tu'jie'dao	15	place	glmtjd	thuocl-place
孤立肾	gu'li'shen	20	medical	gls	thuocl-medical
古利特	gu'li'te	68	person	glt	thuocl-person
孤立无援	gu'li'wu'yuan	100	idiom	glwy	china-idiom
孤立无助	gu'li'wu'zhu	100	idiom	glwz	china-idiom
古莲花池	gu'lian'hua'chi	37	place	glhc	thuocl-place
顾列铭	gu'lie'ming	8	person	glm	thuocl-person
古蔺	gu'lin	763	place	gl	thuocl-place
顾琳	gu'lin	15	person	gl	thuocl-person
顾璘	gu'lin	6	person	gl	thuocl-person
古岭	gu'ling	14	place	gl	thuocl-place
骨龄	gu'ling	763	medical	gl	thuocl-medical
古灵益	gu'ling'yi	9	person	gly	thuocl-person
骨瘤	gu'liu	77	medical	gl	thuocl-medical
古龙	gu'long	612	person	gl	thuocl-person
古龙村	gu'long'cun	18	place	glc	thuocl-place
鼓楼北街	gu'lou'bei'jie	23	place	glbj	thuocl-place
古楼村	gu'lou'cun	25	place	glc	thuocl-place
鼓楼东大街	gu'lou'dong'da'jie	164	place	glddj	thuocl-place
鼓楼东街	gu'lou'dong'jie	21	place	gldj	thuocl-place
鼓楼法院	gu'lou'fa'yuan	437	place	glfy	thuocl-place
孤陋寡闻	gu'lou'gua'wen	100	idiom	glgw	china-idiom
鼓楼南街	gu'lou'nan'jie	60	place	glnj	thuocl-place
鼓楼桥	gu'lou'qiao	50	place	glq	thuocl-place
鼓楼区委	gu'lou'qu'wei	284	place	glqw	thuocl-place
鼓楼外大街南站	gu'lou'wai'da'jie'nan'zhan	6	place	glwdjnz	thuocl-place
鼓楼西街	gu'lou'xi'jie	11	place	glxj	thuocl-place
鼓楼苑	gu'lou'yuan	7	place	gly	thuocl-place
古路村	gu'lu'cun	41	place	glc	thuocl-place
咕噜肉	gu'lu'rou	654	food	glr	thuocl-food
孤鸾寡鹄	gu'luan'gua'gu	100	idiom	glgg	china-idiom
孤鸾照镜	gu'luan'zhao'jing	100	idiom	glzj	china-idiom
鹘仑吞枣	gu'lun'tun'zao	100	idiom	gltz	china-idiom
顾虑重重	gu'lv'chong'chong	100	idiom	glcc	china-idiom
孤履危行	gu'lv'wei'xing	100	idiom	glwx	china-idiom
谷马砺兵	gu'ma'li'bing	100	idiom	gmlb	china-idiom
古貌古心	gu'mao'gu'xin	100	idiom	gmgx	china-idiom
古美路	gu'mei'lu	87	place	gml	thuocl-place
古美三村	gu'mei'san'cun	9	place	gmsc	thuocl-place
古美西路	gu'mei'xi'lu	29	place	gmxl	thuocl-place
骨密度测定	gu'mi'du'ce'ding	31	medical	gmdcd	thuocl-medical
鹄面鸠形	gu'mian'jiu'xing	100	idiom	gmjx	china-idiom
股民	gu'min	11641	finance	gm	thuocl-finance
沽名吊誉	gu'ming'diao'yu	100	idiom	gmdy	china-idiom
沽名钓誉	gu'ming'diao'yu	100	idiom	gmdy	china-idiom
沽名干誉	gu'ming'gan'yu	100	idiom	gmgy	china-idiom
沽名卖直	gu'ming'mai'zhi	100	idiom	gmmz	china-idiom
顾名思义	gu'ming'si'yi	100	idiom	gmsy	china-idiom
沽名要誉	gu'ming'yao'yu	100	idiom	gmyy	china-idiom
姑墨	gu'mo	12	place	gm	thuocl-place
骨膜	gu'mo	286	medical	gm	thuocl-medical
鼓膜	gu'mo	352	medical	gm	thuocl-medical
鼓膜充血	gu'mo'chong'xue	17	medical	gmcx	thuocl-medical
鼓膜穿孔	gu'mo'chuan'kong	296	medical	gmck	thuocl-medical
鼓膜修补术	gu'mo'xiu'bu'shu	7	medical	gmxbs	thuocl-medical
骨膜炎	gu'mo'yan	34	medical	gmy	thuocl-medical
鼓膜炎	gu'mo'yan	11	medical	gmy	thuocl-medical
古魔翼龙	gu'mo'yi'long	5	animal	gmyl	thuocl-animal
古木参天	gu'mu'can'tian	100	idiom	gmct	china-idiom
古南	gu'nan	112	place	gn	thuocl-place
骨囊肿	gu'nang'zhong	13	medical	gnz	thuocl-medical
鼓脑争头	gu'nao'zheng'tou	100	idiom	gnzt	china-idiom
鼓馁旗靡	gu'nei'qi'mi	100	idiom	gnqm	china-idiom
故能成其大	gu'neng'cheng'qi'da	61	poem	gncqd	thuocl-poem
骨牛排	gu'niu'pai	489	food	gnp	thuocl-food
故弄虚玄	gu'nong'xu'xuan	100	idiom	gnxx	china-idiom
故弄玄虚	gu'nong'xuan'xu	100	idiom	gnxx	china-idiom
骨牌铺方格	gu'pai'pu'fang'ge	18	it	gppfg	thuocl-it
顾盼多姿	gu'pan'duo'zi	100	idiom	gpdz	china-idiom
顾盼神飞	gu'pan'shen'fei	100	idiom	gpsf	china-idiom
顾盼生辉	gu'pan'sheng'hui	100	idiom	gpsh	china-idiom
顾盼生姿	gu'pan'sheng'zi	100	idiom	gpsz	china-idiom
顾盼自豪	gu'pan'zi'hao	100	idiom	gpzh	china-idiom
顾盼自雄	gu'pan'zi'xiong	100	idiom	gpzx	china-idiom
骨盆	gu'pen	1941	medical	gp	thuocl-medical
骨盆骨折	gu'pen'gu'zhe	478	medical	gpgz	thuocl-medical
骨盆狭窄	gu'pen'xia'zhai	10	medical	gpxz	thuocl-medical
鼓盆之戚	gu'pen'zhi'qi	100	idiom	gpzq	china-idiom
骨皮质	gu'pi'zhi	26	medical	gpz	thuocl-medical
骨片	gu'pian	104	medical	gp	thuocl-medical
股票	gu'piao	57149	finance	gp	thuocl-finance
股票发行核准制	gu'piao'fa'xing'he'zhun'zhi	128	law	gpfxhzz	thuocl-law
股票发行注册制	gu'piao'fa'xing'zhu'ce'zhi	9	law	gpfxzcz	thuocl-law
股票分析	gu'piao'fen'xi	272	it	gpfx	thuocl-it
股票回购	gu'piao'hui'gou	3653	law	gphg	thuocl-law
股票机	gu'piao'ji	10	finance	gpj	thuocl-finance
股票交易印花税	gu'piao'jiao'yi'yin'hua'shui	3673	law	gpjyyhs	thuocl-law
股票升值权	gu'piao'sheng'zhi'quan	33	law	gpszq	thuocl-law
股票市场	gu'piao'shi'chang	2293	finance	gpsc	thuocl-finance
股票指数期货期权	gu'piao'zhi'shu'qi'huo'qi'quan	6	law	gpzsqhqq	thuocl-law
古平岗	gu'ping'gang	214	place	gpg	thuocl-place
鼓屏路	gu'ping'lu	107	place	gpl	thuocl-place
鼓旗相当	gu'qi'xiang'dang	100	idiom	gqxd	china-idiom
顾起元	gu'qi'yuan	23	person	gqy	thuocl-person
古钱币	gu'qian'bi	798	finance	gqb	thuocl-finance
顾前不顾后	gu'qian'bu'gu'hou	100	idiom	gqbgh	china-idiom
古桥	gu'qiao	1202	place	gq	thuocl-place
顾桥	gu'qiao	58	place	gq	thuocl-place
古琴台	gu'qin'tai	285	place	gqt	thuocl-place
谷清	gu'qing	9	person	gq	thuocl-person
古曲路	gu'qu'lu	87	place	gql	thuocl-place
顾曲周郎	gu'qu'zhou'lang	100	idiom	gqzl	china-idiom
顾铨	gu'quan	5	person	gq	thuocl-person
顾犬补牢	gu'quan'bu'lao	100	idiom	gqbl	china-idiom
顾全大局	gu'quan'da'ju	100	idiom	gqdj	china-idiom
股权典当	gu'quan'dian'dang	17	law	gqdd	thuocl-law
股权过户登记	gu'quan'guo'hu'deng'ji	637	law	gqghdj	thuocl-law
股权回购请求权	gu'quan'hui'gou'qing'qiu'quan	11	law	gqhgqqq	thuocl-law
股权收购合同	gu'quan'shou'gou'he'tong	47	law	gqsght	thuocl-law
股权执行	gu'quan'zhi'xing	90	law	gqzx	thuocl-law
股权转让纠纷	gu'quan'zhuan'rang'jiu'fen	722	law	gqzrjf	thuocl-law
股权转让款	gu'quan'zhuan'rang'kuan	7623	law	gqzrk	thuocl-law
股权转让协议	gu'quan'zhuan'rang'xie'yi	29940	law	gqzrxy	thuocl-law
股权转让协议效力司法疑难问题	gu'quan'zhuan'rang'xie'yi'xiao'li'si'fa'yi'nan'wen'ti	5	law	gqzrxyxlsfynwt	thuocl-law
故人何寂寞	gu'ren'he'ji'mo	20	poem	grhjm	thuocl-poem
故人具鸡黍	gu'ren'ju'ji'shu	8	poem	grjjs	thuocl-poem
古人类化石和古脊椎动物化石保护管理办法	gu'ren'lei'hua'shi'he'gu'ji'zhui'dong'wu'hua'shi'bao'hu'guan'li'ban'fa	13	law	grlhshgjzdwhsbhglbf	thuocl-law
故人西辞黄鹤楼	gu'ren'xi'ci'huang'he'lou	58	poem	grxchhl	thuocl-poem
故人之意	gu'ren'zhi'yi	100	idiom	grzy	china-idiom
骨肉离散	gu'rou'li'san	100	idiom	grls	china-idiom
骨肉瘤	gu'rou'liu	352	medical	grl	thuocl-medical
骨肉团圆	gu'rou'tuan'yuan	100	idiom	grty	china-idiom
骨肉未寒	gu'rou'wei'han	100	idiom	grwh	china-idiom
骨肉相残	gu'rou'xiang'can	100	idiom	grxc	china-idiom
骨肉相连	gu'rou'xiang'lian	100	idiom	grxl	china-idiom
骨肉至亲	gu'rou'zhi'qin	100	idiom	grzq	china-idiom
故入人罪	gu'ru'ren'zui	100	idiom	grrz	china-idiom
鹘入鸦群	gu'ru'ya'qun	100	idiom	gryq	china-idiom
骨软骨瘤	gu'ruan'gu'liu	9	medical	grgl	thuocl-medical
骨软筋麻	gu'ruan'jin'ma	100	idiom	grjm	china-idiom
骨软筋酥	gu'ruan'jin'su	100	idiom	grjs	china-idiom
骨软肉酥	gu'ruan'rou'su	100	idiom	grrs	china-idiom
固若金汤	gu'ruo'jin'tang	100	idiom	grjt	china-idiom
古三座	gu'san'zuo	14	place	gsz	thuocl-place
骨扫描	gu'sao'miao	42	medical	gsm	thuocl-medical
姑嫂塔	gu'sao'ta	11	place	gst	thuocl-place
古色古香	gu'se'gu'xiang	100	idiom	gsgx	china-idiom
固沙植物	gu'sha'zhi'wu	32	medical	gszw	thuocl-medical
古山	gu'shan	142	place	gs	thuocl-place
孤山	gu'shan	519	place	gs	thuocl-place
股疝	gu'shan	13	medical	gs	thuocl-medical
古山村	gu'shan'cun	16	place	gsc	thuocl-place
孤山村	gu'shan'cun	73	place	gsc	thuocl-place
孤山口	gu'shan'kou	11	place	gsk	thuocl-place
孤山路	gu'shan'lu	70	place	gsl	thuocl-place
崮山路	gu'shan'lu	31	place	gsl	thuocl-place
谷山路	gu'shan'lu	15	place	gsl	thuocl-place
鼓山苑	gu'shan'yuan	5	place	gsy	thuocl-place
鼓山中学	gu'shan'zhong'xue	12	place	gszx	thuocl-place
骨伤	gu'shang	1573	medical	gs	thuocl-medical
骨伤医院	gu'shang'yi'yuan	407	medical	gsyy	thuocl-medical
鼓舌掀簧	gu'she'xian'huang	100	idiom	gsxh	china-idiom
鼓舌扬唇	gu'she'yang'chun	100	idiom	gsyc	china-idiom
鼓舌摇唇	gu'she'yao'chun	100	idiom	gsyc	china-idiom
股深动脉	gu'shen'dong'mai	10	medical	gsdm	thuocl-medical
股神经	gu'shen'jing	24	medical	gsj	thuocl-medical
股神经损伤	gu'shen'jing'sun'shang	5	medical	gsjss	thuocl-medical
故甚其词	gu'shen'qi'ci	100	idiom	gsqc	china-idiom
孤身只影	gu'shen'zhi'ying	100	idiom	gszy	china-idiom
鼓声三下红旗开	gu'sheng'san'xia'hong'qi'kai	15	poem	gssxhqk	thuocl-poem
古生物化石管理办法	gu'sheng'wu'hua'shi'guan'li'ban'fa	38	law	gswhsglbf	thuocl-law
古圣先贤	gu'sheng'xian'xian	100	idiom	gsxx	china-idiom
固始	gu'shi	694	place	gs	thuocl-place
姑师	gu'shi	7	place	gs	thuocl-place
鼓室	gu'shi	41	medical	gs	thuocl-medical
故事版	gu'shi'ban	419	it	gsb	thuocl-it
鼓室成形术	gu'shi'cheng'xing'shu	8	medical	gscxs	thuocl-medical
股市动态分析	gu'shi'dong'tai'fen'xi	24	finance	gsdtfx	thuocl-finance
古是今非	gu'shi'jin'fei	100	idiom	gsjf	china-idiom
股市泡沫论	gu'shi'pao'mo'lun	491	law	gspml	thuocl-law
骨瘦如柴	gu'shou'ru'chai	100	idiom	gsrc	china-idiom
骨瘦如豺	gu'shou'ru'chai	100	idiom	gsrc	china-idiom
骨瘦形销	gu'shou'xing'xiao	100	idiom	gsxx	china-idiom
骨疏康颗粒	gu'shu'kang'ke'li	6	medical	gskkl	thuocl-medical
鼓衰力尽	gu'shuai'li'jin	100	idiom	gslj	china-idiom
谷水	gu'shui	78	place	gs	thuocl-place
骨水泥	gu'shui'ni	74	medical	gsn	thuocl-medical
顾顺章	gu'shun'zhang	102	person	gsz	thuocl-person
告朔饩羊	gu'shuo'xi'yang	100	idiom	gsxy	china-idiom
古丝绸之路	gu'si'chou'zhi'lu	2671	place	gsczl	thuocl-place
古斯塔夫	gu'si'ta'fu	670	person	gstf	thuocl-person
股四头肌	gu'si'tou'ji	84	medical	gstj	thuocl-medical
姑苏城外寒山寺	gu'su'cheng'wai'han'shan'si	28	poem	gscwhss	thuocl-poem
顾随	gu'sui	34	person	gs	thuocl-person
骨髓	gu'sui	6716	medical	gs	thuocl-medical
骨碎补	gu'sui'bu	51	medical	gsb	thuocl-medical
骨髓穿刺术	gu'sui'chuan'ci'shu	21	medical	gsccs	thuocl-medical
骨髓瘤	gu'sui'liu	92	medical	gsl	thuocl-medical
骨髓腔	gu'sui'qiang	13	medical	gsq	thuocl-medical
故遂忍悲为汝言之	gu'sui'ren'bei'wei'ru'yan'zhi	6	poem	gsrbwryz	thuocl-poem
骨髓纤维化	gu'sui'xian'wei'hua	23	medical	gsxwh	thuocl-medical
骨髓象	gu'sui'xiang	8	medical	gsx	thuocl-medical
骨髓炎	gu'sui'yan	400	medical	gsy	thuocl-medical
骨髓抑制	gu'sui'yi'zhi	109	medical	gsyz	thuocl-medical
骨髓移植	gu'sui'yi'zhi	3805	medical	gsyz	thuocl-medical
骨髓增生异常综合征	gu'sui'zeng'sheng'yi'chang'zong'he'zheng	172	medical	gszsyczhz	thuocl-medical
骨髓壮	gu'sui'zhuang	170	food	gsz	thuocl-food
古塔	gu'ta	1042	place	gt	thuocl-place
固态存储	gu'tai'cun'chu	219	it	gtcc	thuocl-it
固态存储器	gu'tai'cun'chu'qi	35	it	gtccq	thuocl-it
故态复还	gu'tai'fu'huan	100	idiom	gtfh	china-idiom
故态复萌	gu'tai'fu'meng	100	idiom	gtfm	china-idiom
故态复作	gu'tai'fu'zuo	100	idiom	gtfz	china-idiom
固态盘	gu'tai'pan	95	it	gtp	thuocl-it
固态硬盘	gu'tai'ying'pan	1532	it	gtyp	thuocl-it
古潭街	gu'tan'jie	17	place	gtj	thuocl-place
古塘	gu'tang	91	place	gt	thuocl-place
谷塘	gu'tang	12	place	gt	thuocl-place
古塘村	gu'tang'cun	42	place	gtc	thuocl-place
谷塘村	gu'tang'cun	6	place	gtc	thuocl-place
骨腾肉飞	gu'teng'rou'fei	100	idiom	gtrf	china-idiom
古田	gu'tian	2236	place	gt	thuocl-place
古田二路	gu'tian'er'lu	419	place	gtel	thuocl-place
古天乐	gu'tian'le	728	person	gtl	thuocl-person
古田路	gu'tian'lu	256	place	gtl	thuocl-place
古田三路	gu'tian'san'lu	158	place	gtsl	thuocl-place
古田四路	gu'tian'si'lu	292	place	gtsl	thuocl-place
故天下莫能与之争	gu'tian'xia'mo'neng'yu'zhi'zheng	27	poem	gtxmnyzz	thuocl-poem
古田一路	gu'tian'yi'lu	148	place	gtyl	thuocl-place
骨痛	gu'tong	671	medical	gt	thuocl-medical
骨痛药酒	gu'tong'yao'jiu	38	food	gtyj	thuocl-food
骨头	gu'tou	14055	medical	gt	thuocl-medical
顾头不顾尾	gu'tou'bu'gu'wei	100	idiom	gtbgw	china-idiom
故土难离	gu'tu'nan'li	100	idiom	gtnl	china-idiom
孤豚腐鼠	gu'tun'fu'shu	100	idiom	gtfs	china-idiom
骨外科	gu'wai'ke	545	medical	gwk	thuocl-medical
古玩	gu'wan	5264	finance	gw	thuocl-finance
古王集乡	gu'wang'ji'xiang	7	place	gwjx	thuocl-place
古往今来	gu'wang'jin'lai	100	idiom	gwjl	china-idiom
姑妄听之	gu'wang'ting'zhi	100	idiom	gwtz	china-idiom
姑妄言之	gu'wang'yan'zhi	100	idiom	gwyz	china-idiom
古为今用	gu'wei'jin'yong	100	idiom	gwjy	china-idiom
顾维钧	gu'wei'jun	165	person	gwj	thuocl-person
谷维素	gu'wei'su	103	medical	gws	thuocl-medical
谷维素片	gu'wei'su'pian	16	medical	gwsp	thuocl-medical
顾闻	gu'wen	15	person	gw	thuocl-person
孤文断句	gu'wen'duan'ju	100	idiom	gwdj	china-idiom
鼓吻奋爪	gu'wen'fen'zhao	100	idiom	gwfz	china-idiom
古文化街	gu'wen'hua'jie	300	place	gwhj	thuocl-place
鼓吻弄舌	gu'wen'nong'she	100	idiom	gwns	china-idiom
孤文只义	gu'wen'zhi'yi	100	idiom	gwzy	china-idiom
故我依然	gu'wo'yi'ran	100	idiom	gwyr	china-idiom
鼓舞欢忻	gu'wu'huan'xin	100	idiom	gwhx	china-idiom
鼓舞欢欣	gu'wu'huan'xin	100	idiom	gwhx	china-idiom
鼓舞人心	gu'wu'ren'xin	100	idiom	gwrx	china-idiom
股息	gu'xi	52100	law	gx	thuocl-law
谷溪	gu'xi	13	place	gx	thuocl-place
骨细胞	gu'xi'bao	166	medical	gxb	thuocl-medical
古希腊	gu'xi'la	77960	law	gxl	thuocl-law
古希腊法	gu'xi'la'fa	50	law	gxlf	thuocl-law
姑息疗法	gu'xi'liao'fa	21	medical	gxlf	thuocl-medical
姑息养奸	gu'xi'yang'jian	100	idiom	gxyj	china-idiom
古稀之年	gu'xi'zhi'nian	100	idiom	gxzn	china-idiom
辜显荣	gu'xian'rong	20	person	gxr	thuocl-person
骨纤维异常增殖症	gu'xian'wei'yi'chang'zeng'zhi'zheng	14	medical	gxwyczzz	thuocl-medical
顾湘	gu'xiang	11	person	gx	thuocl-person
故乡不可见	gu'xiang'bu'ke'jian	32	poem	gxbkj	thuocl-poem
故乡今夜思千里	gu'xiang'jin'ye'si'qian'li	12	poem	gxjysql	thuocl-poem
骨小梁	gu'xiao'liang	59	medical	gxl	thuocl-medical
顾晓明	gu'xiao'ming	25	person	gxm	thuocl-person
顾小失大	gu'xiao'shi'da	100	idiom	gxsd	china-idiom
古新路	gu'xin'lu	17	place	gxl	thuocl-place
骨性	gu'xing	481	medical	gx	thuocl-medical
鹄形菜色	gu'xing'cai'se	100	idiom	gxcs	china-idiom
孤形吊影	gu'xing'diao'ying	100	idiom	gxdy	china-idiom
孤行己见	gu'xing'ji'jian	100	idiom	gxjj	china-idiom
孤行己意	gu'xing'ji'yi	100	idiom	gxjy	china-idiom
骨性结合	gu'xing'jie'he	7	medical	gxjh	thuocl-medical
鹄形鸟面	gu'xing'niao'mian	100	idiom	gxnm	china-idiom
孤行一意	gu'xing'yi'yi	100	idiom	gxyy	china-idiom
古雄	gu'xiong	47	place	gx	thuocl-place
股癣	gu'xuan	104	medical	gx	thuocl-medical
孤悬浮寄	gu'xuan'fu'ji	100	idiom	gxfj	china-idiom
孤悬客寄	gu'xuan'ke'ji	100	idiom	gxkj	china-idiom
古学乡	gu'xue'xiang	6	place	gxx	thuocl-place
孤学坠绪	gu'xue'zhui'xu	100	idiom	gxzx	china-idiom
谷芽	gu'ya	35	medical	gy	thuocl-medical
古崖居	gu'ya'ju	111	place	gyj	thuocl-place
顾岩	gu'yan	9	person	gy	thuocl-person
骨炎	gu'yan	7	medical	gy	thuocl-medical
瞽言萏议	gu'yan'dan'yi	100	idiom	gydy	china-idiom
鼓眼努睛	gu'yan'nu'jing	100	idiom	gynj	china-idiom
瞽言妄举	gu'yan'wang'ju	100	idiom	gywj	china-idiom
顾炎武	gu'yan'wu	262	person	gyw	thuocl-person
辜严倬云	gu'yan'zhuo'yun	157	person	gyzy	thuocl-person
古洋	gu'yang	22	place	gy	thuocl-place
固阳	gu'yang	164	place	gy	thuocl-place
顾阳	gu'yang	54	person	gy	thuocl-person
古羊路	gu'yang'lu	37	place	gyl	thuocl-place
堌阳镇	gu'yang'zhen	20	place	gyz	thuocl-place
古冶	gu'ye	51	place	gy	thuocl-place
姑射神人	gu'ye'shen'ren	100	idiom	gysr	china-idiom
固义	gu'yi	13	place	gy	thuocl-place
古遗井	gu'yi'jing	9	place	gyj	thuocl-place
古宜路	gu'yi'lu	19	place	gyl	thuocl-place
固一世之雄也	gu'yi'shi'zhi'xiong'ye	5	poem	gyszxy	thuocl-poem
故意损毁名胜古迹罪	gu'yi'sun'hui'ming'sheng'gu'ji'zui	22	law	gyshmsgjz	thuocl-law
故意泄露国家机密罪	gu'yi'xie'lou'guo'jia'ji'mi'zui	7	law	gyxlgjjmz	thuocl-law
古漪园	gu'yi'yuan	26	place	gyy	thuocl-place
古猗园	gu'yi'yuan	594	place	gyy	thuocl-place
骨移植	gu'yi'zhi	70	medical	gyz	thuocl-medical
鼓音	gu'yin	32	medical	gy	thuocl-medical
顾瑛	gu'ying	29	person	gy	thuocl-person
